Inward_Tx_Count_24h,In_Out_Fan_Ratio,Avg_Drain_Time_Mins,Zero_Balance_Reset_Freq,Account_Age_Months,Night_Tx_Percentage,IP_Change_Count_24h,Auth_Method,Target,Mule_Type,Account_ID
1,1.2500448178554833,294.57550771655053,0.15023330215912478,21,0.10705395707185182,0,Biometric,0,Legitimate,ACC-100206
2,1.1322055363967813,105.54513490322395,0.18599883648393112,19,0.07680198686531924,0,Biometric,0,Legitimate,ACC-100207
57,8.670958405449985,2.5905940111867647,0.8551339321153941,2,0.8479894641001503,2,OTP,1,Fast Burner,ACC-100208
4,1.3262299687555759,690.3195100483292,0.11040085597706353,103,0.04896151290516388,0,Biometric,0,Legitimate,ACC-100209
2,0.9465787773626471,569.5981433603682,0.07430939900063505,96,0.043888224336042274,1,Biometric,0,Legitimate,ACC-100210
3,1.9740875696072324,720.6646584432585,0.027473730914980555,35,0.12783131779663298,0,Biometric,0,Legitimate,ACC-100211
48,6.146538752544019,29.261151531316635,0.7537267725213079,2,0.9313123274753823,5,PIN,1,Fast Burner,ACC-100212
2,1.010866442762046,423.16172750029403,0.049910478443024014,92,0.08747811833558403,1,PIN,0,Legitimate,ACC-100213
43,8.750926233169606,2.063221865735424,0.9678713932366596,2,0.8984195656827907,4,OTP,1,Fast Burner,ACC-100214
5,1.107226827710181,1012.5662916896415,0.12276128023508676,112,0.05773352024537725,0,OTP,0,Legitimate,ACC-100215
38,3.1579592992540797,54.4210718782982,0.6385150868758596,95,0.8208277752059754,3,PIN,1,Sleeper Mule,ACC-100216
3,1.3979548836313695,1462.0076865771114,0.07104857220207104,105,0.020098633613589482,0,PIN,0,Legitimate,ACC-100217
38,7.1329390270723,5.642718868651601,0.8591772794563254,1,0.8179332839819343,5,PIN,1,Fast Burner,ACC-100218
3,1.9319623400956503,866.9408117527998,0.15424020580732672,47,0.08968752876018668,0,Biometric,0,Legitimate,ACC-100219
6,1.3816631947756748,288.15561355459687,0.15335568490664864,41,0.05877011563869925,2,Biometric,0,Legitimate,ACC-100220
3,1.3825474946034235,166.19130592142062,0.06746575536671842,44,0.12861062541953866,0,Biometric,0,Legitimate,ACC-100221
23,6.234456423957236,6.512374153575649,0.8101387760784848,38,0.6366237451972268,3,OTP,1,Sleeper Mule,ACC-100222
2,1.2575981365866802,952.158569144479,0.1005442617909448,22,0.0709835604159237,1,Biometric,0,Legitimate,ACC-100223
3,0.8786415426393042,309.0830148918619,0.07295676267404959,98,0.05736526274707657,0,Biometric,0,Legitimate,ACC-100224
6,1.0239125370071147,265.5215846687678,0.05866550065815166,94,0.046688538433004405,1,Biometric,0,Legitimate,ACC-100225
4,1.0531599013974027,186.3893924359436,0.05331951536608346,118,0.05109925373069308,1,OTP,0,Legitimate,ACC-100226
